"Transfer_Value","Comp","Nation","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def.3rd_Tackles","Mid.3rd_Tackles","Att.3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl.Int","Clr","Err","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np.G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G.A","G_minus_PK","PK","PKatt","xAG_Expected","npxG.xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G.A_Per","G_minus_PK_Per","G.A_minus_PK_Per","xG_Per","xAG_Per","xG.xAG_Per","npxG_Per","npxG.xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Compl_Starts","Subs_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_position","Comp_going","Comp_from_to","gb_age","PC1_diff","PC2_diff","PC3_diff","PC4_diff","total_diff"
3475555.55555557,"Premier League","ALB",21.9,12,5,2,7,3,2,9,22.2,7,17,1,16,3,15,11,0,38,1.73,19,0,7,7,4,1,4,0.18,0,0,2,0,2,0,2,0,0,29,26,13,8,5,1,0,0,81,88,166,34.6,243,404,60.1,2594,572,167,249,67.1,48,87,55.2,1,7,14.3,0,1,0.3,-1,10,13,2,0,29,404,402,2,0,1,1,8,0,0,0,0,0,243,0,13,673,15,51,278,360,101,673,70,33,47.1,37,52.9,364,2447,1247,56,28,33,68,50,488,114,6,45,19,42.2,2.05,0.87,0.13,0.32,13,0,0,0,5.9,5.9,0.13,0.1,0.1,32,21,1975,21.9,6,6,6,0,0,1,6.9,56,29,114,0.27,0,0.27,0.27,0.27,0.27,0.05,0.32,0.27,0.32,32,1975,62,57.7,21.9,21,6,11,0,1.13,26,37,-11,-0.5,0.31,28.6,31.5,-3,-0.14,0.63,"Centre-Forward","Premier League","Premier League_Premier League","1",6.14724792178288,0.582607122268439,3.03971972952542,2.4228292015365,12.1924039751132
567032.967032968,"Serie A","ITA",1.6,0,0,0,0,0,0,0,0,0,2,1,1,2,2,7,0,2,1.24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,6,9,1,90,64,79,81,1458,445,11,13,84.6,43,48,89.6,10,16,62.5,0,0.1,0,-0.1,2,6,0,0,4,79,76,3,3,0,0,0,0,0,0,0,0,64,0,0,96,7,37,57,3,3,96,0,0,0,0,0,57,262,156,0,0,0,1,0,61,0,1,2,2,100,1.24,1.24,0.5,0.5,5.1,0,0,0,0.8,0.8,0.39,0.2,0.2,8,1,145,1.6,1,1,1,0,0,0.1,0.9,0,4,0,0.62,0,0.62,0.62,0.62,0.48,0.07,0.55,0.48,0.55,8,145,18,4.2,1.6,1,0,7,7,1.88,5,5,0,0,-0.16,3.6,3.1,0.5,0.3,0.56,"Centre-Back","Serie A","Serie A_Serie A","1",-6.83735608785253,3.06227492549263,-5.30302657085275,0.372542695990104,15.575200280188
4232248.52071006,"La Liga","ESP",31.3,33,24,8,15,10,12,43,27.9,31,16,1,15,8,41,5,0,82,2.62,63,0,7,4,6,2,8,0.26,7,0,0,1,0,0,3,0,0,26,42,11,72,24,0,0,0,104,24,83,22.4,480,701,68.5,6769,1838,280,348,80.5,149,222,67.1,22,50,44,2,4.2,4.7,-2.2,33,38,35,13,85,701,686,11,5,4,3,72,4,0,0,0,0,480,4,35,996,4,76,377,558,133,995,70,32,45.7,38,54.3,685,4329,2206,98,64,27,66,64,761,269,9,36,17,47.2,1.15,0.54,0.22,0.47,13.7,0,1,1,7.9,7.1,0.2,1.1,0.9,34,33,2821,31.3,9,11,8,1,1,4.2,11.4,98,85,269,0.29,0.06,0.35,0.26,0.32,0.25,0.14,0.39,0.23,0.36,34,2821,83,82.5,31.3,33,20,1,0,0.79,31,47,-16,-0.51,-0.51,35.6,39.1,-3.5,-0.11,0.75,"Right Winger","La Liga","La Liga_La Liga","1",4.08912753950648,-2.06755830319493,-0.985599800474764,-1.21933256768891,8.36161821086509
17600000,"Serie A","URU",35.3,101,73,36,57,8,30,77,39,47,52,17,35,72,173,36,1,88,2.49,52,25,2,3,5,1,6,0.17,4,1,0,0,1,0,6,0,0,46,83,1,121,73,1,1,0,296,19,34,35.8,1938,2316,83.7,32416,11740,940,1030,91.3,777,886,87.7,171,310,55.2,1,2.8,3.1,-1.8,36,202,26,2,213,2316,2078,232,132,2,5,121,1,98,45,42,0,1938,6,22,2675,89,500,1788,419,10,2675,44,35,79.5,9,20.5,1215,5250,2447,24,24,4,39,35,1687,43,4,33,10,30.3,0.93,0.28,0.12,0.4,26.5,6,0,0,1.4,1.4,0.04,2.6,2.6,36,36,3180,35.3,4,5,4,0,0,2.8,4.2,24,213,43,0.11,0.03,0.14,0.11,0.14,0.04,0.08,0.12,0.04,0.12,36,3180,88,93,35.3,36,31,0,1,1.42,51,53,-2,-0.06,0.69,49.9,56,-6.1,-0.17,0.07,"Defensive Midfield","Premier League","Serie A_Premier League","1",3.08395186378769,-1.09971467822186,0.244012732005,1.1019428482433,5.52962212225786
-295238.095238095,"La Liga","CMR",14.5,18,13,13,5,0,11,21,52.4,10,15,12,3,8,26,46,1,11,0.76,9,2,0,0,0,0,1,0.07,1,0,0,0,0,0,7,2,1,21,3,2,7,13,0,1,0,98,7,16,30.4,520,634,82,11242,3295,147,172,85.5,265,285,93,98,151,64.9,0,0.3,0.3,-0.3,2,33,4,1,50,634,610,18,15,1,10,7,1,0,0,0,0,520,6,7,745,84,333,371,46,1,745,11,9,81.8,2,18.2,455,2458,1302,6,7,1,14,1,463,5,0,1,0,0,0.07,0,0,0,33.5,0,0,0,0,0,0.03,0,0,16,15,1306,14.5,0,0,0,0,0,0.3,0.3,6,50,5,0,0,0,0,0,0,0.02,0.02,0,0.02,16,1306,82,38.2,14.5,15,9,1,0,1,15,25,-10,-0.69,0.16,15,25.5,-10.4,-0.72,-0.03,"Defensive Midfield","Serie A","La Liga_Serie A","1",-1.81168748154522,-1.8008517446903,-0.461119067053585,-0.633062644867042,4.70672093815615
22750000,"Ligue 1","GUI",0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,8,100,67,7,6,6,100,0,0,0,0,0,0,0,0.1,0,-0.1,2,1,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0,13,1,1,3,9,5,13,0,0,0,0,0,9,43,0,0,0,0,0,1,8,6,0,2,1,50,7.83,3.91,0,0,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1,0,23,0.3,0,0,0,0,0,0.1,0.3,0,0,6,0,0,0,0,0,0.44,0.57,1,0.44,1,1,23,23,0.7,0.3,0,0,1,0,0,0,0,0,0,-0.79,0.4,0.9,-0.5,-1.81,-2.28,"Centre-Forward","Bundesliga","Ligue 1_Bundesliga","1",-1.44588834220047,-2.99190808197658,-0.142114054995824,0.698838247833648,5.27874872700653
31311621.9667944,"Ligue 1","POR",14.3,5,2,0,4,1,2,15,13.3,13,13,4,9,4,9,12,0,25,1.75,18,0,2,1,3,1,6,0.42,5,0,1,0,0,0,3,0,0,25,17,3,10,2,1,0,0,25,27,56,32.5,177,252,70.2,2567,361,105,135,77.8,53,73,72.6,11,15,73.3,3,1.7,1.1,1.3,13,9,7,1,17,252,228,24,0,1,1,10,1,0,0,0,0,177,0,12,374,16,36,160,180,52,374,17,9,52.9,8,47.1,217,1158,503,17,16,10,25,27,287,76,8,37,20,54.1,2.59,1.4,0.22,0.4,14.7,0,0,0,4.3,4.3,0.12,3.7,3.7,24,16,1287,14.3,8,11,8,0,0,1.7,6,17,17,76,0.56,0.21,0.77,0.56,0.77,0.3,0.12,0.42,0.3,0.42,24,1287,54,37.6,14.3,16,0,8,3,1.83,20,7,13,0.91,-0.02,22.3,12.7,9.6,0.67,0.34,"Left Winger","Serie A","Ligue 1_Serie A","1",3.73272981354655,1.17678405752155,-1.33740262348445,1.43746888674384,7.68438538129639
2746666.66666667,"Ligue 1","CRO",4.6,11,9,8,2,1,7,12,58.3,5,5,2,3,10,21,7,1,10,2.16,8,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,7,0,21,9,0,0,0,27,5,15,25,220,297,74.1,3571,1028,109,126,86.5,92,116,79.3,16,43,37.2,0,0.7,0.8,-0.7,6,19,3,2,15,297,241,55,14,0,1,21,38,3,2,1,0,220,1,5,342,13,96,153,95,2,342,5,2,40,3,60,206,1180,639,11,11,1,5,4,196,21,0,1,0,0,0.22,0,0,0,21.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,15,2,417,4.6,0,0,0,0,0,0.7,0.8,11,15,21,0,0,0,0,0,0.01,0.16,0.17,0.01,0.17,15,417,28,12.2,4.6,2,2,13,16,1.4,7,6,1,0.22,0.25,8.1,5.2,2.9,0.62,0.38,"Left-Back","Serie A","Ligue 1_Serie A","1",-5.41986493291451,-1.84316215878822,0.255358764894517,2.00067735175759,9.51906320835484
0,"Serie A","SUI",18.9,31,27,16,10,5,9,17,52.9,8,11,2,9,15,46,38,1,22,1.16,20,0,0,0,2,0,3,0.16,3,0,0,0,0,0,6,0,0,24,27,4,45,27,0,0,0,87,22,21,51.2,1009,1250,80.7,16496,6130,501,552,90.8,370,440,84.1,92,167,55.1,2,0.7,1.3,1.3,8,76,18,8,89,1250,1069,180,24,2,8,45,156,0,0,0,0,1009,1,35,1379,32,388,723,284,14,1378,21,16,76.2,5,23.8,889,4541,2577,62,40,2,16,8,962,74,0,3,0,0,0.16,0,0,0,30.5,0,0,1,0.9,0.1,0.03,-0.9,-0.1,27,21,1704,18.9,0,2,0,0,1,0.7,0.7,62,89,74,0,0.11,0.11,0,0.11,0.05,0.04,0.08,0,0.04,27,1704,63,49.8,18.9,21,7,6,7,2.52,47,19,28,1.48,-0.3,26.8,16.9,9.9,0.52,-0.42,"Right-Back","Premier League","Serie A_Premier League","1",-1.29124768224518,-0.117443368494325,2.56807651184228,-2.60836868330658,6.58513624588835
0,"La Liga","ITA",7.1,8,4,2,4,2,2,17,11.8,15,1,0,1,1,9,2,0,23,3.26,14,3,3,1,2,0,3,0.43,1,0,0,0,2,0,1,0,0,3,12,9,17,4,1,0,0,31,1,7,12.5,177,239,74.1,2538,596,112,135,83,44,60,73.3,12,18,66.7,1,1.3,1.1,-0.3,13,14,7,1,17,239,211,24,3,1,2,17,2,9,4,0,1,177,4,10,305,2,27,140,144,30,304,16,10,62.5,6,37.5,217,1214,628,22,12,8,19,14,254,75,5,14,6,42.9,1.98,0.85,0.29,0.67,24.1,2,1,1,2.9,2.1,0.15,2.1,1.9,18,5,635,7.1,5,6,4,1,1,1.3,3.3,22,17,75,0.71,0.14,0.85,0.57,0.71,0.41,0.18,0.59,0.3,0.47,18,635,35,18.6,7.1,5,1,13,6,1.78,17,11,6,0.85,0.82,11.7,9,2.7,0.38,0.47,"Left Winger","La Liga","La Liga_La Liga","1",0.509053559295978,-0.413505481139823,-2.69163581368465,-1.10773489939937,4.72192975351982
-468094.405594405,"Serie A","ITA",1.8,1,0,1,0,0,1,2,50,1,3,0,3,3,4,3,0,1,0.56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0,0,0,0,9,3,5,37.5,108,133,81.2,1918,573,48,55,87.3,48,59,81.4,12,16,75,0,0.1,0.2,-0.1,1,9,1,0,11,133,116,17,4,0,3,4,12,0,0,0,0,108,0,4,146,6,45,65,37,2,146,1,1,100,0,0,75,332,115,3,0,1,1,0,97,6,0,3,0,0,1.71,0,0,0,21.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,6,1,158,1.8,0,0,0,0,0,0.1,0.2,3,11,6,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,6,158,26,4.6,1.8,1,0,5,12,0.5,2,4,-2,-1.14,-1.42,2.2,2.6,-0.4,-0.24,-0.79,"Central Midfield","Serie A","Serie A_Serie A","1",0.390854807008391,2.59757707245967,-0.973683272110061,-3.57168966420331,7.53380481578143
-110476.19047619,"Serie A","POL",1.8,3,2,1,1,1,2,2,100,0,4,0,4,3,6,3,0,2,1.09,2,0,0,0,0,0,1,0.55,1,0,0,0,0,0,1,0,0,2,2,0,0,2,0,0,0,14,2,1,66.7,87,105,82.9,1252,420,54,59,91.5,26,33,78.8,4,5,80,1,0.2,0.1,0.8,2,5,3,0,7,105,84,21,1,0,2,0,20,0,0,0,0,87,0,3,124,6,33,60,32,1,124,3,1,33.3,2,66.7,61,342,173,8,7,0,1,1,66,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,166,1.8,0,1,0,0,0,0.2,0.2,8,7,7,0,0.54,0.54,0,0.54,0,0.1,0.1,0,0.1,3,166,55,4.9,1.8,2,1,1,18,1.33,3,4,-1,-0.54,-1.93,2.1,3.3,-1.2,-0.64,-1.59,"Right-Back","Serie A","Serie A_Serie A","1",-12.4330110311753,-0.108260368577967,2.40757566987786,0.594384992253333,15.5432320618845
0,"Premier League","ITA",12,3,2,0,2,1,1,15,6.7,14,3,0,3,4,7,6,0,14,1.17,11,0,1,1,1,0,1,0.08,1,0,0,0,0,0,2,0,0,14,7,10,5,2,0,0,0,22,14,36,28,158,228,69.3,1799,178,106,129,82.2,34,50,68,2,10,20,0,0.5,0.5,-0.5,7,3,5,0,12,228,206,22,0,1,1,5,0,0,0,0,0,158,0,10,296,7,24,140,137,31,295,12,6,50,5,41.7,162,661,260,12,4,4,13,7,209,58,5,21,9,42.9,1.75,0.75,0.19,0.44,17.5,0,1,1,2.5,1.7,0.08,2.5,2.3,28,11,1081,12,5,5,4,1,1,0.5,2.2,12,12,58,0.42,0,0.42,0.33,0.33,0.21,0.04,0.25,0.14,0.18,28,1081,39,31.6,12,11,3,17,10,0.86,13,17,-4,-0.33,0.24,12.4,13.5,-1.2,-0.1,0.06,"Centre-Forward","Premier League","Premier League_Premier League","1",-3.00827625634183,0.641862500161703,1.39736672281957,-2.52292674613495,7.57043222545806
31412151.0673235,"La Liga","FRA",22,54,33,30,15,9,28,44,63.6,16,21,5,16,33,87,42,3,48,2.19,31,4,4,3,3,3,4,0.18,2,0,0,0,1,1,5,1,0,29,70,4,58,33,0,0,0,126,22,16,57.9,937,1167,80.3,13917,4109,541,606,89.3,333,398,83.7,38,88,43.2,2,1.8,1.7,0.2,18,44,17,8,72,1167,951,213,16,2,12,58,197,0,0,0,0,937,3,34,1448,60,419,676,380,33,1448,83,42,50.6,41,49.4,815,6132,3777,87,78,16,37,26,897,117,1,24,5,20.8,1.09,0.23,0.04,0.2,24,0,0,0,1.4,1.4,0.06,-0.4,-0.4,24,22,1976,22,1,3,1,0,0,1.8,3.1,87,72,117,0.05,0.09,0.14,0.05,0.14,0.06,0.08,0.14,0.06,0.14,24,1976,82,57.8,22,22,19,2,3,1.17,26,30,-4,-0.18,-0.37,27,27.8,-0.8,-0.04,-0.16,"Left-Back","Serie A","La Liga_Serie A","1",5.19485311145744,-0.300044064267927,-1.7525894290159,-1.7074130088668,8.95489961360807
-8e+05,"Serie A","BEL",11.4,10,5,4,3,3,5,10,50,5,6,2,4,0,10,13,0,24,2.11,15,0,3,3,3,0,1,0.09,1,0,0,0,0,0,1,0,0,13,17,6,11,5,0,0,0,33,15,34,30.6,128,193,66.3,1699,360,75,97,77.3,35,53,66,6,13,46.2,1,1.2,0.5,-0.2,11,7,6,1,18,193,184,8,0,1,1,11,0,0,0,0,0,128,1,6,336,14,34,131,183,49,336,33,15,45.5,9,27.3,201,1391,705,24,18,13,39,25,243,79,2,29,12,41.4,2.54,1.05,0.07,0.17,18.2,0,0,0,2.1,2.1,0.07,-0.1,-0.1,27,10,1027,11.4,2,3,2,0,0,1.2,3.3,24,18,79,0.18,0.09,0.26,0.18,0.26,0.19,0.1,0.29,0.19,0.29,27,1027,38,30,11.4,10,2,17,4,1.63,14,13,1,0.09,-0.66,15.5,13.2,2.3,0.2,-0.38,"Centre-Forward","Premier League","Serie A_Premier League","1",-6.48869753754645,-0.99687111529233,2.37720506057868,-0.311333454582135,10.1741071679996
-320000,"Serie A","POL",19.2,17,10,12,5,0,6,14,42.9,8,27,19,8,27,44,143,1,15,0.78,14,0,0,0,0,1,1,0.05,1,0,0,0,0,0,3,0,0,20,8,0,0,10,0,0,0,95,44,35,55.7,635,776,81.8,13984,4757,148,173,85.5,380,416,91.3,101,170,59.4,0,0,0.3,0,1,36,9,0,38,776,735,38,37,0,6,0,1,0,0,0,0,635,3,3,1024,174,599,408,23,14,1024,2,2,100,0,0,435,2057,1082,5,4,1,3,2,522,2,0,11,2,18.2,0.57,0.1,0,0,13.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,20,19,1725,19.2,0,0,0,0,0,0,0.9,5,38,2,0,0,0,0,0,0.04,0,0.05,0.04,0.05,20,1725,86,50.4,19.2,19,19,1,11,0.75,16,32,-16,-0.83,0.44,20.4,31.1,-10.7,-0.56,0.1,"Centre-Back","Serie A","Serie A_Serie A","1",2.29355852083457,-2.33004564930877,1.64756085536681,-0.474114047885496,6.74527907339564
340976.331360951,"La Liga","CTA",6.8,30,20,12,16,2,11,20,55,9,11,5,6,11,41,8,1,12,1.77,10,0,0,0,2,0,1,0.15,1,0,0,0,0,0,4,0,0,19,13,0,1,20,0,0,0,61,6,8,42.9,329,389,84.6,5350,1372,158,178,88.8,118,133,88.7,34,46,73.9,0,0.4,0.3,-0.4,4,28,5,0,37,389,382,5,5,1,5,1,0,0,0,0,0,329,2,5,466,17,113,317,43,5,466,12,10,83.3,2,16.7,260,1581,855,14,8,2,3,2,305,4,0,5,2,40,0.74,0.29,0,0,22.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,25,4,611,6.8,0,0,0,0,0,0.4,0.6,14,37,4,0,0,0,0,0,0.02,0.06,0.09,0.02,0.09,25,611,24,17.9,6.8,4,2,21,6,2.32,9,5,4,0.59,-0.63,9.1,8.3,0.7,0.11,-0.37,"Defensive Midfield","La Liga","La Liga_La Liga","1",-1.21151557830427,1.26212345277747,-0.495494915138026,0.206539508547458,3.17567345476722
133333.333333336,"Premier League","SWE",16.9,18,8,4,7,7,10,28,35.7,18,21,2,19,4,22,8,0,49,2.9,29,0,5,11,3,1,5,0.3,1,0,2,1,1,0,3,0,0,19,15,5,7,8,1,1,0,38,22,28,44,279,368,75.8,4292,977,151,192,78.6,87,106,82.1,25,28,89.3,1,2.2,1.4,-1.2,16,29,15,0,48,368,338,25,1,8,2,7,4,1,0,0,0,279,5,12,583,11,34,202,358,98,581,72,32,44.4,30,41.7,371,2548,1300,41,36,22,39,25,431,122,10,49,23,46.9,2.9,1.36,0.16,0.35,15,0,2,2,8.2,6.7,0.14,1.8,1.3,22,17,1522,16.9,10,11,8,2,2,2.2,8.9,41,48,122,0.59,0.06,0.65,0.47,0.53,0.49,0.13,0.61,0.4,0.52,22,1522,69,44.5,16.9,17,7,5,0,1.68,29,20,9,0.53,-0.7,37.5,17.9,19.6,1.16,0.56,"Centre-Forward","La Liga","Premier League_La Liga","1",0.84488362917829,-1.10977880654171,2.86943484324373,1.52023170697088,6.34432898593461
9962703.96270397,"Serie A","BEL",19.7,31,20,9,16,6,13,25,52,12,34,5,29,17,48,23,0,47,2.39,41,1,0,2,3,0,8,0.41,6,0,0,1,1,0,4,0,0,18,8,5,60,20,1,0,0,95,27,19,58.7,946,1138,83.1,12938,4230,579,649,89.2,298,361,82.5,31,57,54.4,2,2.2,1.9,-0.2,21,46,23,14,68,1138,996,142,7,1,1,60,135,0,0,0,0,946,0,17,1316,35,267,574,489,46,1316,24,13,54.2,11,45.8,788,3293,1716,41,36,6,24,10,870,154,1,18,5,27.8,0.92,0.25,0.06,0.2,13.2,0,0,0,2,2,0.12,-1,-1,27,19,1769,19.7,1,3,1,0,0,2.2,4.2,41,68,154,0.05,0.1,0.15,0.05,0.15,0.1,0.11,0.21,0.1,0.21,27,1769,66,51.7,19.7,19,16,8,7,2.04,47,24,23,1.17,-0.3,37.8,22.2,15.6,0.79,-0.66,"Right-Back","Premier League","Serie A_Premier League","1",-5.88684543824251,-2.6632504386478,3.71020216927842,1.03302941118177,13.2933274573505
12142857.1428571,"La Liga","TUR",26,20,12,6,11,3,6,28,21.4,22,17,5,12,6,26,13,0,58,2.23,39,0,7,5,7,0,5,0.19,3,0,0,0,2,0,4,0,0,41,55,19,8,12,3,0,0,65,126,154,45,399,625,63.8,5713,1410,235,331,71,105,167,62.9,32,44,72.7,2,2.6,1.2,-0.6,26,38,8,2,65,625,612,11,0,2,6,8,1,0,0,0,0,399,2,17,902,17,79,436,396,97,899,40,26,65,14,35,506,2402,1162,45,32,16,81,57,728,130,6,57,23,40.4,2.19,0.88,0.07,0.17,16.5,2,2,3,9.7,7.4,0.13,-3.7,-3.4,35,23,2344,26,6,8,4,2,3,2.6,10,45,65,130,0.23,0.08,0.31,0.15,0.23,0.37,0.1,0.47,0.28,0.38,35,2344,67,68.5,26,23,17,12,1,1.14,27,31,-4,-0.15,0.43,27.3,39,-11.6,-0.45,0.08,"Centre-Forward","La Liga","La Liga_La Liga","1",-0.76642280646112,2.9411071099801,-4.29494409681817,-2.8893783324863,10.8918523457457
2254199.13419913,"Bundesliga","GER",10.8,42,29,21,21,0,14,35,40,21,25,12,13,15,57,17,1,25,2.31,18,0,1,4,0,2,3,0.28,1,0,0,2,0,0,4,0,0,22,13,0,2,29,0,0,0,81,12,17,41.4,404,508,79.5,6584,1984,178,200,89,164,193,85,31,54,57.4,2,1.7,0.5,0.3,9,32,8,1,53,508,491,14,14,1,5,2,0,0,0,0,0,404,3,13,646,32,161,373,118,14,646,9,4,44.4,5,55.6,247,1350,663,16,15,4,10,11,388,17,0,15,4,26.7,1.39,0.37,0,0,22.5,0,0,0,1.4,1.4,0.09,-1.4,-1.4,18,10,973,10.8,0,2,0,0,0,1.7,3.1,16,53,17,0,0.18,0.18,0,0.18,0.13,0.16,0.29,0.13,0.29,18,973,54,31.8,10.8,10,7,8,15,1.72,17,21,-4,-0.37,-1.28,13.7,19.7,-6,-0.56,-1.43,"Defensive Midfield","Bundesliga","Bundesliga_Bundesliga","1",-3.96895312537729,2.30343146061977,-2.2575519822548,-1.71297887426283,10.2429154425147
1520000,"Ligue 1","FRA",25.1,43,27,22,14,7,19,68,27.9,49,33,3,30,37,80,11,2,121,4.82,81,22,6,3,5,4,18,0.72,13,3,1,0,1,0,5,0,0,21,27,4,114,27,0,0,0,150,12,19,38.7,906,1251,72.4,17505,6047,410,480,85.4,310,407,76.2,157,279,56.3,7,5.7,4.3,1.3,59,122,36,4,164,1251,1105,138,48,11,30,114,12,68,38,17,1,906,8,25,1531,16,266,793,491,45,1531,80,46,57.5,34,42.5,996,5781,2665,66,50,17,59,47,1050,99,1,32,15,46.9,1.27,0.6,0.03,0.07,21.2,4,0,0,2,2,0.06,-1,-1,36,25,2260,25.1,1,8,1,0,0,5.7,7.7,66,164,99,0.04,0.28,0.32,0.04,0.32,0.08,0.23,0.31,0.08,0.31,36,2260,63,66.1,25.1,25,10,11,1,0.75,33,59,-26,-1.04,-0.03,26.6,43.4,-16.8,-0.67,-0.27,"Defensive Midfield","Serie A","Ligue 1_Serie A","1",4.6344159986718,0.464769516749086,-1.71826352454859,-0.773102900335275,7.59055194030476
-407142.857142857,"Ligue 1","GNB",8.5,5,3,0,4,1,3,8,37.5,5,3,0,3,1,6,6,0,14,1.65,7,0,2,3,2,0,0,0,0,0,0,0,0,0,2,0,0,14,9,10,3,3,0,0,0,14,21,37,36.2,84,119,70.6,1164,137,51,67,76.1,25,31,80.6,3,6,50,0,1,0.2,-1,7,4,2,1,7,119,96,22,1,0,1,3,0,0,0,0,0,84,1,8,200,6,12,94,96,37,200,9,4,44.4,5,55.6,94,434,153,5,7,2,25,12,142,37,3,22,7,31.8,2.58,0.82,0.14,0.43,13.2,0,0,0,3,3,0.13,0,0,16,8,767,8.5,3,3,3,0,0,1,3.9,5,7,37,0.35,0,0.35,0.35,0.35,0.35,0.11,0.46,0.35,0.46,16,767,48,22.4,8.5,8,2,8,3,0.69,6,16,-10,-1.17,-0.16,9.3,15.4,-6.1,-0.72,-0.48,"Centre-Forward","Ligue 1","Ligue 1_Ligue 1","1",-2.49653293413433,-7.75221278588914,-1.56944812159815,0.393562369143857,12.2117562107655
-714285.714285714,"La Liga","VEN",6.7,3,2,0,2,1,1,8,12.5,7,5,0,5,3,6,4,0,20,3.02,13,0,2,2,3,0,1,0.15,1,0,0,0,0,0,1,0,0,10,12,2,37,2,0,0,0,26,2,6,25,137,208,65.9,2613,731,68,81,84,42,55,76.4,24,47,51.1,1,2.1,1.8,-1.1,9,7,11,10,10,208,191,12,2,1,5,37,8,1,1,0,0,137,5,13,295,7,41,110,148,32,295,30,11,36.7,16,53.3,199,1326,588,29,17,11,21,6,204,53,0,19,6,31.6,2.85,0.9,0,0,18.7,0,0,0,1.1,1.1,0.06,-1.1,-1.1,11,7,599,6.7,0,1,0,0,0,2.1,3.3,29,10,53,0,0.15,0.15,0,0.15,0.17,0.32,0.49,0.17,0.49,11,599,54,17.5,6.7,7,2,4,2,1.73,5,3,2,0.3,1.32,7.2,9.6,-2.3,-0.35,0.43,"Left Winger","La Liga","La Liga_La Liga","1",-3.26724932170161,1.29997281786442,-1.47894492100592,-1.40493905796702,7.45110611853897
