"global_transfer_index","Transfer_Value","player_url","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G+A","G_minus_PK","PK","PKatt","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_market_value_euro","MarketValue","rownr","squad","count","player_position","Transfer_Group","Is_Transfer","Comp_going","Comp_from_to"
1553,0,"https://www.transfermarkt.com/enes-unal/profil/spieler/251106",2024,"zzzinitial value","Premier League","Enes Unal","TUR","FW,MF",26,1997,3.6,6,4,2,3,1,2,5,40,3,4,2,2,1,7,6,0,"https://fbref.com/en/players/f8eca1b6/Enes-Unal",12,3.28,4,0,1,5,1,1,3,0.82,1,0,0,2,0,0,1,0,0,10,9,6,3,4,0,0,0,10,8,11,42.1,55,75,73.3,698,213,35,45,77.8,12,16,75,4,5,80,2,1,0.1,1,5,10,2,0,7,75,68,7,1,0,0,3,0,0,0,0,0,55,0,5,147,9,14,60,74,28,147,11,2,18.2,8,72.7,88,327,120,4,2,1,15,10,110,28,2,23,8,34.8,6.31,2.2,0.09,0.25,12.5,2,0,0,2.9,2.9,0.13,-0.9,-0.9,16,2,328,3.6,2,4,2,0,0,1,3.9,4,7,28,0.55,0.55,1.1,0.55,1.1,0.8,0.28,1.07,0.8,1.07,16,328,21,9.6,3.6,2,67,0,14,14,0,1.31,11,9,2,0.55,0.99,7.7,4.4,3.3,0.9,1.06,1.7e+07,1.8e+07,23099,"Bournemouth",136,"Centre-Forward",4,"Same Transfer","La Liga","Premier League_La Liga"
1556,-1014358.97435897,"https://www.transfermarkt.com/enock-kwateng/profil/spieler/288241",2019,"zzzinitial value","Ligue 1","Enock Kwateng","FRA","DF",21,1997,22.7,65,41,34,27,4,33,70,47.1,37,28,4,24,78,143,56,0,"https://fbref.com/en/players/4bf69118/Enock-Kwateng",44,1.94,35,7,1,0,1,0,1,0.04,1,0,0,0,0,0,4,0,0,27,20,1,74,41,0,0,0,165,41,27,60.3,938,1316,71.3,13828,6691,530,629,84.3,320,462,69.3,48,119,40.3,1,1.6,1.8,-0.6,19,70,26,15,114,1316,1030,280,13,0,3,74,267,0,0,0,0,938,6,32,1606,56,393,797,438,8,1606,41,23,56.1,18,43.9,695,3105,1842,37,35,1,30,15,775,108,0,5,0,0,0.22,0,0,NA,16.6,0,0,0,0.5,0.5,0.09,-0.5,-0.5,30,22,2040,22.7,0,1,0,0,0,1.6,2,37,114,108,0,0.04,0.04,0,0.04,0.02,0.07,0.09,0.02,0.09,30,2040,68,59.6,22.7,22,86,18,8,18,4,1.33,26,28,-2,-0.09,-0.22,27.5,27.2,0.2,0.01,-0.11,NA,4e+06,7148,"Nantes",205,"Right-Back",1,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
1557,-1107692.30769231,"https://www.transfermarkt.com/enric-gallego/profil/spieler/114060",2019,"zzzinitial value","La Liga","Enric Gallego","ESP","FW",31,1986,17.1,21,15,3,13,5,3,19,15.8,16,17,2,15,8,29,32,0,"https://fbref.com/en/players/82e9b89d/Enric-Gallego",40,2.34,28,1,2,0,7,2,3,0.18,2,0,1,0,0,0,4,0,0,45,29,19,10,15,0,0,0,45,96,102,48.5,209,387,54,2578,729,132,215,61.4,50,100,50,6,17,35.3,1,2.1,1.3,-1.1,15,14,11,3,26,387,349,35,0,5,1,10,0,0,0,0,0,209,3,15,625,33,49,302,282,69,625,40,14,35,26,65,274,1240,478,15,19,6,60,22,416,74,5,32,13,40.6,1.87,0.76,0.16,0.38,12.5,0,0,0,4.7,4.7,0.15,0.3,0.3,19,17,1539,17.1,5,6,5,0,0,2.1,6.9,15,26,74,0.29,0.06,0.35,0.29,0.35,0.28,0.12,0.4,0.28,0.4,19,1539,81,45,17.1,17,87,13,2,30,0,1.16,23,25,-2,-0.12,0.84,20.6,26.5,-5.9,-0.34,-0.18,5e+06,3e+06,4966,"Huesca",56,"Centre-Forward",2,"Same Transfer","La Liga","La Liga_La Liga"
1558,-45384.6153846153,"https://www.transfermarkt.com/enric-gallego/profil/spieler/114060",2020,"zzzinitial value","La Liga","Enric Gallego","ESP","FW",32,1986,1.8,3,1,1,1,1,2,4,50,2,2,0,2,2,5,1,0,"https://fbref.com/en/players/82e9b89d/Enric-Gallego",3,1.65,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,0,0,0,5,12,15,44.4,24,51,47.1,301,72,12,24,50,5,12,41.7,2,4,50,0,0,0.1,0,0,4,1,0,3,51,48,2,0,0,0,1,0,0,0,0,0,24,1,1,79,1,6,40,34,10,79,3,1,33.3,2,66.7,37,116,25,0,0,0,7,3,50,17,0,3,1,33.3,1.65,0.55,0,0,10.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,5,2,164,1.8,0,0,0,0,0,0,0.2,0,3,17,0,0,0,0,0,0.13,0,0.13,0.13,0.13,5,164,33,4.8,1.8,2,71,1,3,7,3,1.2,2,1,1,0.55,0.41,1.1,1.2,-0.2,-0.1,-0.11,1800000,1200000,8648,"Getafe",188,"Centre-Forward",3,"Same Transfer","La Liga","La Liga_La Liga"
1562,1250000,"https://www.transfermarkt.com/enrico-brignola/profil/spieler/323147",2018,"zzzinitial value","Serie A","Enrico Brignola","ITA","MF,FW",18,1999,15,28,21,17,10,1,12,38,31.6,26,13,0,13,6,34,7,0,"https://fbref.com/en/players/d0643f8f/Enrico-Brignola",49,3.27,31,2,7,6,2,1,3,0.2,2,0,1,0,0,0,5,0,0,36,13,7,16,21,0,0,0,49,5,14,26.3,383,480,79.8,5665,1225,206,235,87.7,137,162,84.6,21,35,60,2,1.3,1,0.7,19,19,9,1,42,480,471,8,0,2,1,16,5,2,1,0,0,383,1,23,654,7,111,306,246,47,654,48,24,50,24,50,456,3664,1415,45,32,28,33,42,520,74,3,32,9,28.1,2.14,0.6,0.09,0.33,19.7,0,0,0,2.7,2.7,0.09,0.3,0.3,18,16,1347,15,3,5,3,0,0,1.3,4.1,45,42,74,0.2,0.13,0.33,0.2,0.33,0.18,0.09,0.27,0.18,0.27,18,1347,75,39.4,15,16,NA,8,2,NA,9,1.17,22,26,-4,-0.27,1.77,19.1,22.5,-3.4,-0.23,1.15,2500000,2500000,2109,"Benevento",68,"Right Winger",1,"Same Transfer","Serie A","Serie A_Serie A"
1563,7040000,"https://www.transfermarkt.com/enzo-barrenechea/profil/spieler/671915",2023,"zzzinitial value","Serie A","Enzo Barrenechea","ARG","MF",21,2001,1.8,8,3,3,4,1,3,5,60,2,3,0,3,2,10,3,0,"https://fbref.com/en/players/6caffe81/Enzo-Barrenechea",1,0.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,9,1,1,50,98,115,85.2,1544,361,49,52,94.2,42,45,93.3,6,11,54.5,0,0,0,0,1,6,0,0,5,115,111,4,3,0,0,0,1,0,0,0,0,98,0,5,138,3,36,90,13,2,138,1,0,0,1,100,79,343,171,1,1,0,1,1,93,2,0,2,0,0,1.14,0,0,NA,11.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,3,3,158,1.8,0,0,0,0,0,0,0.1,1,5,2,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,3,158,53,4.6,1.8,3,53,0,0,NA,7,3,4,4,0,0,-0.63,1.5,2,-0.5,-0.3,-0.7,3e+06,9e+05,20368,"Juventus",202,"Defensive Midfield",2,"Same Transfer","Serie A","Serie A_Serie A"
1565,-106666.666666667,"https://www.transfermarkt.com/enzo-crivelli/profil/spieler/291110",2018,"zzzinitial value","Ligue 1","Enzo Crivelli","FRA","FW",22,1995,11.4,13,9,2,6,5,1,5,20,4,4,0,4,2,15,6,0,"https://fbref.com/en/players/06f33dc8/Enzo-Crivelli",25,2.2,17,0,2,2,4,0,0,0,0,0,0,0,0,0,6,1,0,27,20,6,5,9,0,0,0,20,49,61,44.5,163,261,62.5,1984,359,118,165,71.5,30,54,55.6,4,8,50,1,0.7,0.5,0.3,12,9,5,1,19,261,248,12,0,1,0,5,0,0,0,0,0,163,1,7,360,5,21,185,154,38,360,12,6,50,6,50,217,789,201,6,6,3,36,20,298,56,1,13,3,23.1,1.14,0.26,0.08,0.33,11.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,15,12,1022,11.4,1,2,1,0,0,0.7,2.8,6,19,56,0.09,0.09,0.18,0.09,0.18,0.19,0.06,0.25,0.19,0.25,15,1022,68,29.9,11.4,12,78,4,3,29,2,1,13,15,-2,-0.18,0.12,13.4,12.3,1.1,0.1,0.07,3500000,4e+06,3346,"Angers",169,"Centre-Forward",1,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
1566,1700000,"https://www.transfermarkt.com/enzo-ebosse/profil/spieler/342877",2022,"zzzinitial value","Ligue 1","Enzo Ebosse","CMR","DF",22,1999,21,25,14,19,6,0,11,19,57.9,8,19,9,10,15,40,42,0,"https://fbref.com/en/players/9ba7b4fa/Enzo-Ebosse",26,1.24,18,0,1,0,6,1,1,0.05,1,0,0,0,0,0,1,0,0,14,21,0,16,14,0,1,0,112,22,22,50,911,1086,83.9,16592,5963,359,407,88.2,439,491,89.4,96,149,64.4,0,0.6,0.5,-0.6,9,45,5,3,55,1086,1017,68,30,1,5,16,38,0,0,0,0,911,1,13,1246,86,536,638,84,6,1246,15,9,60,6,40,856,4677,2469,26,15,0,21,2,844,18,0,3,0,0,0.14,0,0,NA,17.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,27,21,1890,21,0,0,0,0,0,0.6,0.7,26,55,18,0,0,0,0,0,0.01,0.03,0.03,0.01,0.03,27,1890,70,55.3,21,21,85,17,6,16,4,1,21,32,-11,-0.52,-0.52,27.2,30,-2.8,-0.13,-0.09,NA,2e+06,18494,"Angers",169,"Centre-Back",2,"Same Transfer","Serie A","Ligue 1_Serie A"
1567,-2e+06,"https://www.transfermarkt.com/enzo-le-fee/profil/spieler/633992",2023,"zzzinitial value","Ligue 1","Enzo Le Fee","FRA","MF",22,2000,33.6,108,64,52,40,16,43,113,38.1,70,50,5,45,34,142,38,1,"https://fbref.com/en/players/6f806d99/Enzo-Le-Fee",120,3.57,79,27,5,4,4,1,11,0.33,5,5,0,1,0,0,5,0,0,42,64,2,136,64,0,0,0,240,11,25,30.6,1708,2118,80.6,28806,9189,773,868,89.1,645,777,83,184,307,59.9,6,6.8,4.7,-0.8,67,170,37,5,218,2118,1863,249,103,11,13,136,13,94,39,38,2,1708,6,48,2611,89,558,1422,675,35,2611,155,68,43.9,67,43.2,1970,12115,5413,96,90,13,74,55,1798,105,5,45,18,40,1.34,0.54,0.11,0.28,23.4,8,0,0,3.5,3.5,0.08,1.5,1.5,35,35,3028,33.6,5,11,5,0,0,6.8,10.3,96,218,105,0.15,0.18,0.33,0.15,0.33,0.11,0.2,0.31,0.11,0.31,35,3028,87,88.5,33.6,35,87,22,0,NA,0,1.54,49,47,2,0.06,0.75,40.2,51.7,-11.5,-0.34,0.15,NA,2e+07,22004,"Lorient",123,"Central Midfield",2,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
1569,11345804.1958042,"https://www.transfermarkt.com/enzo-millot/profil/spieler/569366",2021,"zzzinitial value","Ligue 1","Enzo Millot","FRA","MF",18,2002,0.5,2,0,0,1,1,1,1,100,0,0,0,0,2,4,0,0,"https://fbref.com/en/players/f76022e7/Enzo-Millot",1,2.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,1,1,50,16,23,69.6,237,47,11,13,84.6,3,3,100,2,5,40,0,0.1,0.1,-0.1,1,0,0,0,0,23,17,6,2,0,0,4,2,2,2,0,0,16,0,2,34,0,3,18,13,2,34,2,0,0,2,100,17,73,14,2,0,0,1,1,22,5,0,2,1,50,4.39,2.2,0,0,11.9,0,0,0,0.2,0.2,0.09,-0.2,-0.2,2,0,41,0.5,0,0,0,0,0,0.1,0.3,2,0,5,0,0,0,0,0,0.41,0.19,0.6,0.41,0.6,2,41,21,1.2,0.5,0,NA,0,2,21,14,0,1,0,1,2.2,1.32,1.5,0.1,1.4,3.13,2.26,NA,1e+06,14180,"Monaco",206,"Attacking Midfield",2,"Same Transfer","Bundesliga","Ligue 1_Bundesliga"
1571,452380.952380952,"https://www.transfermarkt.com/eray-comert/profil/spieler/298583",2023,"zzzinitial value","La Liga","Eray Comert","SUI","DF",24,1998,18.6,35,23,24,10,1,17,33,51.5,16,23,8,15,29,64,76,1,"https://fbref.com/en/players/15937e17/Eray-Comert",12,0.65,8,0,1,1,2,0,0,0,0,0,0,0,0,0,5,1,0,22,11,1,1,23,0,0,0,106,44,31,58.7,815,945,86.2,17301,5980,208,234,88.9,484,514,94.2,113,170,66.5,0,0.1,0.2,-0.1,3,48,2,0,54,945,890,53,44,0,24,1,0,0,0,0,0,815,2,6,1129,162,598,510,33,10,1129,2,2,100,0,0,680,3720,2119,6,9,1,1,0,691,1,1,10,6,60,0.54,0.32,0.1,0.17,18.2,0,0,0,0.5,0.5,0.05,0.5,0.5,23,19,1672,18.6,1,1,1,0,0,0.1,0.6,6,54,1,0.05,0,0.05,0.05,0.05,0.03,0,0.03,0.03,0.03,23,1672,73,48.9,18.6,19,84,15,4,20,12,1.22,22,22,0,0,0.15,24.6,24.7,0,0,-0.3,2500000,3500000,19698,"Valencia",194,"Centre-Back",2,"Same Transfer","Ligue 1","La Liga_Ligue 1"
1572,13388888.8888889,"https://www.transfermarkt.com/eren-dinkci/profil/spieler/645774",2023,"zzzinitial value","Bundesliga","Eren Dinkci","GER","FW,MF",20,2001,2.6,5,5,2,1,2,2,6,33.3,4,2,0,2,0,5,2,0,"https://fbref.com/en/players/4ccd8957/Eren-Dinkci",8,3.12,5,0,2,1,0,0,1,0.39,1,0,0,0,0,0,0,0,0,5,2,2,4,5,0,0,0,7,5,13,27.8,50,77,64.9,778,134,27,37,73,18,26,69.2,4,7,57.1,0,0.6,1.2,-0.6,6,1,2,0,6,77,68,7,0,0,1,4,5,0,0,0,0,50,2,1,131,2,8,51,75,20,131,14,4,28.6,10,71.4,79,376,143,5,6,3,16,4,92,24,0,6,0,0,2.34,0,0,NA,15.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,17,0,231,2.6,0,0,0,0,0,0.6,1,5,6,24,0,0,0,0,0,0.17,0.24,0.41,0.17,0.41,17,231,14,7.5,2.6,0,NA,0,17,14,9,0.76,3,11,-8,-3.12,-2.96,2.8,6.4,-3.6,-1.39,-1.13,NA,1e+06,21610,"Werder Bremen",160,"Right Winger",3,"Same Transfer","Bundesliga","Bundesliga_Bundesliga"
1574,-8e+05,"https://www.transfermarkt.com/eric-bailly/profil/spieler/286384",2022,"zzzinitial value","Premier League","Eric Bailly","CIV","DF",27,1994,2.4,5,4,4,0,1,3,4,75,1,4,2,2,3,8,11,0,"https://fbref.com/en/players/a1232f4e/Eric-Bailly",1,0.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,4,0,0,1,10,6,2,75,68,85,80,1229,484,28,31,90.3,36,40,90,4,13,30.8,0,0,0,0,0,3,0,0,5,85,81,4,4,0,1,0,0,0,0,0,0,68,0,1,114,25,73,38,3,0,114,1,0,0,1,100,55,340,155,1,0,0,3,1,59,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,4,3,217,2.4,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,4,217,54,6.3,2.4,3,67,1,1,17,17,1.75,5,4,1,0.41,0.44,5.5,4.8,0.7,0.3,0.24,2.5e+07,6e+06,14939,"Manchester Utd",194,"Centre-Back",1,"Same Transfer","Ligue 1","Premier League_Ligue 1"
1575,-1538461.53846154,"https://www.transfermarkt.com/eric-bailly/profil/spieler/286384",2023,"zzzinitial value","Ligue 1","Eric Bailly","CIV","DF",28,1994,6,13,10,6,6,1,7,7,100,0,15,12,3,12,25,18,1,"https://fbref.com/en/players/a1232f4e/Eric-Bailly",2,0.33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,5,0,0,10,0,0,0,42,15,15,50,231,274,84.3,4679,1676,72,82,87.8,118,141,83.7,38,45,84.4,0,0,0,0,0,17,0,0,12,274,256,17,13,1,0,0,3,0,0,0,0,231,1,3,357,40,159,181,20,10,357,4,2,50,2,50,218,1355,619,4,2,0,8,3,182,4,0,3,0,0,0.5,0,0,NA,13,0,0,0,0.2,0.2,0.06,-0.2,-0.2,17,5,543,6,0,0,0,0,0,0,0.2,4,12,4,0,0,0,0,0,0.03,0,0.03,0.03,0.03,17,543,32,15.9,6,5,64,1,12,19,7,2.06,8,10,-2,-0.33,-1.24,10.5,8.1,2.4,0.4,-0.24,NA,5e+06,21842,"Marseille",186,"Centre-Back",2,"Same Transfer","La Liga","Ligue 1_La Liga"
1577,-4615384.61538461,"https://www.transfermarkt.com/eric-dier/profil/spieler/175722",2023,"zzzinitial value","Premier League","Eric Dier","ENG","DF",28,1994,31.3,30,19,16,12,2,9,19,47.4,10,41,24,17,35,65,112,2,"https://fbref.com/en/players/ac861941/Eric-Dier",29,0.93,24,1,0,4,0,0,2,0.06,1,0,0,1,0,0,3,0,0,25,10,1,11,19,0,0,0,140,80,35,69.6,1708,2001,85.4,32594,12717,636,688,92.4,866,934,92.7,179,317,56.5,1,1.2,0.6,-0.2,7,76,8,3,87,2001,1929,68,58,2,17,11,8,0,0,0,0,1708,4,15,2274,370,1333,866,84,25,2274,6,3,50,2,33.3,1368,6183,2851,9,9,1,10,3,1600,14,2,17,4,23.5,0.54,0.13,0.12,0.5,11.8,2,0,0,1.6,1.6,0.1,0.4,0.4,33,31,2818,31.3,2,3,2,0,0,1.2,2.8,9,87,14,0.06,0.03,0.1,0.06,0.1,0.05,0.04,0.09,0.05,0.09,33,2818,85,82.4,31.3,31,90,30,2,19,3,1.73,62,52,10,0.32,0.77,48.4,43.3,5.1,0.16,-0.18,1.8e+07,1.8e+07,18864,"Tottenham",184,"Centre-Back",1,"Same Transfer","Premier League","Premier League_Premier League"
1579,-7701010.1010101,"https://www.transfermarkt.com/eric-garcia/profil/spieler/466794",2021,"zzzinitial value","Premier League","Eric Garcia","ESP","DF",19,2001,4.3,8,7,5,3,0,5,7,71.4,2,4,1,3,4,12,10,0,"https://fbref.com/en/players/2bed3eab/Eric-Garcia",2,0.47,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,7,0,1,0,19,3,8,27.3,325,342,95,5830,1856,131,134,97.8,170,174,97.7,23,30,76.7,0,0,0.1,0,1,22,0,0,22,342,337,4,2,1,1,0,2,0,0,0,0,325,1,0,381,25,104,264,13,1,381,0,0,NA,0,NA,279,1454,1008,8,7,0,4,0,307,0,0,2,0,0,0.47,0,0,NA,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,6,3,383,4.3,0,0,0,0,0,0,0.1,8,22,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,6,383,64,11.2,4.3,3,90,3,3,38,16,1.67,8,12,-4,-0.94,-2.57,4,6.7,-2.6,-0.61,-1.82,5.5e+07,2e+07,11095,"Manchester City",168,"Centre-Back",2,"Same Transfer","La Liga","Premier League_La Liga"
1580,0,"https://www.transfermarkt.com/eric-garcia/profil/spieler/466794",2024,"zzzinitial value","La Liga","Eric Garcia","ESP","DF",22,2001,0.6,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,0,"https://fbref.com/en/players/2bed3eab/Eric-Garcia",1,1.58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,100,46,48,95.8,802,308,22,23,95.7,21,21,100,3,4,75,0,0,0,0,0,4,0,0,5,48,42,6,2,0,2,0,4,0,0,0,0,46,0,0,53,2,18,33,2,1,53,0,0,NA,0,NA,34,171,114,0,0,0,0,0,37,0,0,1,0,0,1.58,0,0,NA,11,0,0,0,0,0,0.05,0,0,2,0,57,0.6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.07,0,0.07,0.07,0.07,2,57,29,1.7,0.6,0,NA,0,2,29,1,3,4,1,3,4.74,3.88,3.2,0.4,2.8,4.47,3.59,1e+07,2e+07,23353,"Barcelona",194,"Centre-Back",3,"Same Transfer","La Liga","La Liga_La Liga"
1582,0,"https://www.transfermarkt.com/erick-cabaco/profil/spieler/302991",2019,"zzzinitial value","La Liga","Erick Cabaco","URU","DF",23,1995,18.1,22,13,19,3,0,12,29,41.4,17,29,14,15,29,51,69,0,"https://fbref.com/en/players/e7ab4179/Erick-Cabaco",12,0.66,12,0,0,0,0,0,1,0.06,1,0,0,0,0,0,11,2,1,33,13,1,2,13,0,1,0,69,38,34,52.8,514,710,72.4,10250,4914,208,236,88.1,219,281,77.9,79,171,46.2,0,0.1,0.3,-0.1,3,64,6,0,65,710,657,50,40,0,18,2,10,0,0,0,0,514,3,4,891,108,422,438,35,12,891,3,1,33.3,2,66.7,389,2294,1586,20,7,0,8,3,480,2,2,10,3,30,0.55,0.17,0.2,0.67,10.8,0,0,0,1.5,1.5,0.15,0.5,0.5,21,20,1632,18.1,2,2,2,0,0,0.1,1.6,20,65,2,0.11,0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,21,1632,78,47.7,18.1,20,81,12,1,11,6,1.24,23,35,-12,-0.66,-0.91,23.7,36.7,-13,-0.72,-0.25,NA,4e+06,4764,"Levante",141,"Centre-Back",1,"Same Transfer","La Liga","La Liga_La Liga"
1583,-1080253.08025308,"https://www.transfermarkt.com/erick-cabaco/profil/spieler/302991",2020,"zzzinitial value","La Liga","Erick Cabaco","URU","DF",24,1995,3,3,2,1,2,0,0,3,0,3,1,1,0,3,6,11,0,"https://fbref.com/en/players/e7ab4179/Erick-Cabaco",1,0.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,3,2,0,0,0,13,12,5,70.6,88,144,61.1,2227,1020,21,30,70,37,55,67.3,28,51,54.9,0,0,0,0,0,11,1,0,13,144,107,36,8,0,7,3,28,0,0,0,0,88,1,2,169,14,64,91,17,1,169,0,0,NA,0,NA,57,280,166,1,0,0,3,1,65,0,0,1,0,0,0.34,0,0,NA,6,0,0,0,0.3,0.3,0.26,-0.3,-0.3,4,3,267,3,0,0,0,0,0,0,0.3,1,13,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09,4,267,67,7.8,3,3,87,1,1,7,6,0.75,0,2,-2,-0.67,-0.9,3.3,1.6,1.7,0.58,0.62,1600000,4e+06,8622,"Getafe",188,"Centre-Back",2,"Same Transfer","La Liga","La Liga_La Liga"
1585,-206647.519147518,"https://www.transfermarkt.com/erick-pulgar/profil/spieler/215616",2019,"zzzinitial value","Serie A","Erick Pulgar","CHI","MF",24,1994,26.2,65,36,35,23,7,22,73,30.1,51,35,5,30,50,115,54,1,"https://fbref.com/en/players/4611e028/Erick-Pulgar",112,4.28,60,44,1,2,3,2,11,0.42,7,4,0,0,0,0,6,1,0,31,34,0,135,36,0,0,1,209,43,26,62.3,1243,1583,78.5,23165,8006,530,597,88.8,522,618,84.5,171,309,55.3,2,3.8,3.7,-1.8,60,135,20,4,151,1583,1305,270,127,2,14,135,2,108,52,25,1,1243,8,20,1896,95,401,1097,428,12,1891,16,12,75,4,25,849,3984,2043,16,30,3,34,20,993,19,6,29,5,17.2,1.11,0.19,0.03,0.2,29.8,6,5,5,5,1.1,0.04,1,-0.1,28,27,2357,26.2,6,8,1,5,5,3.8,4.9,16,151,19,0.23,0.08,0.31,0.04,0.11,0.19,0.15,0.34,0.04,0.19,28,2357,84,68.9,26.2,27,86,20,1,24,5,1.25,37,42,-5,-0.19,0.06,35,34.5,0.5,0.02,0.25,6e+06,1e+07,5820,"Bologna",216,"Defensive Midfield",1,"Same Transfer","Serie A","Serie A_Serie A"
