"global_transfer_index","Transfer_Value","player_url","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","Tkl_Tackles","TklW_Tackles","Def 3rd_Tackles","Mid 3rd_Tackles","Att 3rd_Tackles","Tkl_Challenges","Att_Challenges","Tkl_percent_Challenges","Lost_Challenges","Blocks_Blocks","Sh_Blocks","Pass_Blocks","Int","Tkl+Int","Clr","Err","Url","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA","CrdY","CrdR","2CrdY","Fls","Fld","Off","Crs","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial","Cmp_Total","Att_Total","Cmp_percent_Total","TotDist_Total","PrgDist_Total","Cmp_Short","Att_Short","Cmp_percent_Short","Cmp_Medium","Att_Medium","Cmp_percent_Medium","Cmp_Long","Att_Long","Cmp_percent_Long","Ast","xAG","xA_Expected","A_minus_xAG_Expected","KP","Final_Third","PPA","CrsPA","PrgP","Att","Live_Pass","Dead_Pass","FK_Pass","TB_Pass","Sw_Pass","Crs_Pass","TI_Pass","CK_Pass","In_Corner","Out_Corner","Str_Corner","Cmp_Outcomes","Off_Outcomes","Blocks_Outcomes","Touches_Touches","Def Pen_Touches","Def 3rd_Touches","Mid 3rd_Touches","Att 3rd_Touches","Att Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving","Gls_Standard","Sh_Standard","SoT_Standard","SoT_percent_Standard","Sh_per_90_Standard","SoT_per_90_Standard","G_per_Sh_Standard","G_per_SoT_Standard","Dist_Standard","FK_Standard","PK_Standard","PKatt_Standard","xG_Expected","npxG_Expected","npxG_per_Sh_Expected","G_minus_xG_Expected","np:G_minus_xG_Expected","MP_Playing","Starts_Playing","Min_Playing","Mins_Per_90_Playing","Gls","G+A","G_minus_PK","PK","PKatt","xAG_Expected","npxG+xAG_Expected","PrgC_Progression","PrgP_Progression","PrgR_Progression","Gls_Per","Ast_Per","G+A_Per","G_minus_PK_Per","G+A_minus_PK_Per","xG_Per","xAG_Per","xG+xAG_Per","npxG_Per","npxG+xAG_Per","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG","player_market_value_euro","MarketValue","rownr","squad","count","player_position","Transfer_Group","Is_Transfer","Comp_going","Comp_from_to"
3259,-34080808.0808081,"https://www.transfermarkt.com/luka-jovic/profil/spieler/257462",2019,"zzzinitial value","Bundesliga","Luka Jovic","SRB","FW,MF",20,1997,24.9,10,5,1,8,1,1,12,8.3,11,8,0,8,3,13,30,0,"https://fbref.com/en/players/4d8cd038/Luka-Jovic",71,2.85,49,1,8,5,8,0,14,0.56,10,0,1,3,0,0,1,0,0,29,43,17,17,5,0,0,0,74,62,82,43.1,426,623,68.4,6798,1687,212,287,73.9,140,188,74.5,41,67,61.2,5,3.9,2.4,1.1,26,52,17,4,64,623,581,36,2,10,9,17,3,0,0,0,0,426,6,24,931,34,65,479,400,146,930,45,25,55.6,20,44.4,494,2744,1027,34,28,23,74,45,722,164,17,96,41,42.7,3.85,1.65,0.17,0.39,14.6,0,1,1,14.9,14.1,0.15,2.1,1.9,32,25,2243,24.9,17,22,16,1,1,3.9,18,34,64,164,0.68,0.2,0.88,0.64,0.84,0.6,0.16,0.75,0.57,0.72,32,2243,70,73.3,24.9,25,82,14,7,27,2,1.59,46,30,16,0.64,1.08,43.5,35.2,8.2,0.33,0.51,NA,6e+07,6352,"Eint Frankfurt",195,"Centre-Forward",1,"Same Transfer","La Liga","Bundesliga_La Liga"
3260,-12800000,"https://www.transfermarkt.com/luka-jovic/profil/spieler/257462",2020,"zzzinitial value","La Liga","Luka Jovic","SRB","FW",21,1997,4.8,2,1,0,0,2,1,2,50,1,1,0,1,2,4,0,0,"https://fbref.com/en/players/4d8cd038/Luka-Jovic",9,1.88,6,0,1,2,0,0,2,0.42,2,0,0,0,0,0,2,0,0,5,1,4,0,1,0,0,0,9,15,9,62.5,108,134,80.6,1515,214,63,75,84,35,46,76.1,5,7,71.4,1,1.4,0.4,-0.4,5,5,1,0,13,134,128,6,0,1,2,0,0,0,0,0,0,108,0,1,176,1,7,96,76,16,176,9,5,55.6,4,44.4,102,381,145,4,6,0,8,4,141,27,2,14,3,21.4,2.93,0.63,0.14,0.67,13.1,0,0,0,2.4,2.4,0.17,-0.4,-0.4,17,4,430,4.8,2,3,2,0,0,1.4,3.8,4,13,27,0.42,0.21,0.63,0.42,0.63,0.51,0.29,0.8,0.51,0.8,17,430,25,12.6,4.8,4,71,1,13,11,10,2,9,5,4,0.84,-0.4,11,5.3,5.7,1.2,0.33,3.2e+07,3.2e+07,8374,"Real Madrid",181,"Centre-Forward",2,"Same Transfer","La Liga","La Liga_La Liga"
3261,-4e+06,"https://www.transfermarkt.com/luka-jovic/profil/spieler/257462",2021,"zzzinitial value","Bundesliga","Luka Jovic","SRB","FW",22,1997,9.9,2,0,0,2,0,0,4,0,4,3,0,3,1,3,7,0,"https://fbref.com/en/players/4d8cd038/Luka-Jovic",18,1.81,15,0,0,3,0,0,2,0.2,1,0,0,1,0,0,2,0,0,13,8,3,2,0,0,0,0,29,25,50,33.3,225,289,77.9,3410,820,133,161,82.6,60,80,75,20,25,80,1,0.7,0.7,0.3,5,24,8,0,37,289,279,9,2,2,3,2,1,0,0,0,0,225,1,5,389,7,22,222,150,46,389,26,14,53.8,12,46.2,243,1252,445,15,13,7,27,19,325,62,4,25,6,24,2.52,0.6,0.16,0.67,13.7,0,0,0,2.9,2.9,0.12,1.1,1.1,18,8,894,9.9,4,5,4,0,0,0.7,3.6,15,37,62,0.4,0.1,0.5,0.4,0.5,0.29,0.07,0.36,0.29,0.36,18,894,50,29.2,9.9,8,83,4,10,23,1,1.89,26,15,11,1.11,0.9,15.9,12.8,3.2,0.32,-0.03,2.5e+07,2e+07,13658,"Eint Frankfurt",195,"Centre-Forward",3,"Same Transfer","La Liga","Bundesliga_La Liga"
3262,-8e+06,"https://www.transfermarkt.com/luka-jovic/profil/spieler/257462",2022,"zzzinitial value","La Liga","Luka Jovic","SRB","FW",23,1997,4.1,1,1,0,1,0,0,1,0,1,3,0,3,1,2,4,0,"https://fbref.com/en/players/4d8cd038/Luka-Jovic",13,3.16,8,1,0,4,0,0,3,0.73,3,0,0,0,0,0,1,0,0,3,3,2,0,1,0,0,0,9,7,8,46.7,52,67,77.6,705,121,33,41,80.5,12,15,80,3,3,100,3,0.8,0.6,2.2,5,3,3,0,7,67,64,3,1,1,2,0,0,0,0,0,0,52,0,2,121,4,15,53,53,25,121,6,3,50,3,50,71,335,153,4,2,1,9,6,85,17,1,16,4,25,3.9,0.98,0.06,0.25,13.8,0,0,0,2.3,2.3,0.14,-1.3,-1.3,15,1,369,4.1,1,4,1,0,0,0.8,3.1,4,7,17,0.24,0.73,0.98,0.24,0.98,0.56,0.2,0.76,0.56,0.76,15,369,25,10.8,4.1,1,60,0,14,22,12,2.07,13,2,11,2.68,1.56,10,5.6,4.4,1.07,0.39,4e+07,1.6e+07,15637,"Real Madrid",181,"Centre-Forward",4,"Same Transfer","Serie A","La Liga_Serie A"
3263,-904761.904761905,"https://www.transfermarkt.com/luka-jovic/profil/spieler/257462",2023,"zzzinitial value","Serie A","Luka Jovic","SRB","FW,MF",24,1997,17,6,3,1,4,1,2,8,25,6,7,2,5,2,8,10,0,"https://fbref.com/en/players/4d8cd038/Luka-Jovic",48,2.82,33,0,5,8,2,0,4,0.23,3,0,1,0,0,0,3,0,0,23,8,11,1,3,0,0,0,18,29,54,34.9,228,297,76.8,3607,613,118,142,83.1,82,107,76.6,18,24,75,3,1.5,1,1.5,23,19,5,0,28,297,263,32,0,2,1,1,1,0,0,0,0,228,2,6,437,11,27,196,219,79,436,22,15,68.2,6,27.3,214,1023,316,8,8,4,25,16,326,75,6,56,19,33.9,3.29,1.11,0.11,0.32,13.3,0,0,1,7.9,7.1,0.13,-1.9,-1.1,31,16,1534,17,6,9,6,0,1,1.5,8.6,8,28,75,0.35,0.18,0.53,0.35,0.53,0.46,0.09,0.55,0.42,0.51,31,1534,49,44.9,17,16,76,8,15,22,4,1.19,24,23,1,0.06,-0.37,24,21.2,2.8,0.17,-0.25,NA,8e+06,20544,"Fiorentina",197,"Centre-Forward",5,"Same Transfer","Serie A","Serie A_Serie A"
3266,3478260.86956522,"https://www.transfermarkt.com/luka-romero/profil/spieler/769063",2023,"zzzinitial value","Serie A","Luka Romero","ARG","FW",17,2004,1.7,0,0,0,0,0,0,3,0,3,4,0,4,3,3,1,0,"https://fbref.com/en/players/ca6edaa0/Luka-Romero",4,2.38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,10,2,1,66.7,70,80,87.5,800,152,56,60,93.3,10,12,83.3,1,2,50,0,0.1,0.1,-0.1,2,2,0,0,4,80,78,2,0,0,0,0,2,0,0,0,0,70,0,1,112,2,14,50,48,7,112,10,2,20,7,70,84,496,159,4,3,2,5,4,91,21,1,5,1,20,2.98,0.6,0.2,1,15.7,0,0,0,0.9,0.9,0.17,0.1,0.1,6,1,151,1.7,1,1,1,0,0,0.1,0.9,4,4,21,0.6,0,0.6,0.6,0.6,0.52,0.04,0.55,0.52,0.55,6,151,25,4.4,1.7,1,68,0,5,17,28,2,1,2,-1,-0.6,-1.45,2.6,1.4,1.2,0.72,0.48,1.8e+07,3e+06,20503,"Lazio",175,"Right Winger",3,"Same Transfer","La Liga","Serie A_La Liga"
3267,0,"https://www.transfermarkt.com/luka-romero/profil/spieler/769063",2024,"zzzinitial value","La Liga","Luka Romero","ARG","FW",18,2004,4.9,5,1,2,3,0,2,4,50,2,12,1,11,1,6,2,1,"https://fbref.com/en/players/ca6edaa0/Luka-Romero",10,2.05,6,0,2,1,1,0,4,0.82,2,0,1,1,0,0,2,0,0,8,11,0,2,1,0,0,0,22,2,6,25,137,148,92.6,1744,338,93,98,94.9,37,40,92.5,1,1,100,0,0.1,0.1,-0.1,2,7,2,1,14,148,145,3,2,0,0,2,1,0,0,0,0,137,0,0,226,5,39,118,71,5,226,16,7,43.8,8,50,143,750,341,11,12,1,20,9,155,20,3,8,3,37.5,1.64,0.62,0.38,1,15.9,0,0,0,1.3,1.3,0.18,1.7,1.7,13,5,438,4.9,3,3,3,0,0,0.1,1.4,11,14,20,0.62,0,0.62,0.62,0.62,0.26,0.02,0.28,0.26,0.28,13,438,34,12.8,4.9,5,57,0,8,19,4,0.54,7,7,0,0,0.97,4.8,8.8,-4,-0.82,-0.55,NA,5e+06,23963,"Almería",57,"Right Winger",4,"Same Transfer","Serie A","La Liga_Serie A"
3269,-3310940.5542141,"https://www.transfermarkt.com/lukas-hradecky/profil/spieler/48015",2018,"zzzinitial value","Bundesliga","Lukas Hradecky","FIN","GK",27,1989,34,0,0,0,0,0,0,2,0,2,0,0,0,0,0,23,3,"https://fbref.com/en/players/ad3389d5/Lukas-Hradecky",6,0.18,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,74,7,0,100,868,1309,66.3,28682,22471,122,124,98.4,352,355,99.2,388,813,47.7,0,0,0.2,0,0,46,1,0,0,1309,924,375,134,0,4,0,0,0,0,0,0,868,10,2,1386,972,1374,12,0,0,1386,0,0,NA,0,NA,738,4715,2838,0,2,0,1,0,595,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3060,90,100,34,34,NA,34,0,NA,0,1.44,45,45,0,0,NA,42.2,41.7,0.5,0.01,NA,1e+07,1e+07,2565,"Eint Frankfurt",195,"Goalkeeper",1,"Same Transfer","Bundesliga","Bundesliga_Bundesliga"
3272,-355473.098330241,"https://www.transfermarkt.com/lukas-klunter/profil/spieler/282577",2018,"zzzinitial value","Bundesliga","Lukas Klunter","GER","DF,FW",21,1996,14.8,25,20,16,8,1,16,24,66.7,8,11,2,9,13,38,28,1,"https://fbref.com/en/players/92948149/Lukas-Klunter",30,2.02,22,0,3,3,1,1,0,0,0,0,0,0,0,0,6,0,0,22,18,5,53,20,0,1,0,55,17,12,58.6,347,526,66,5866,2312,165,208,79.3,145,204,71.1,31,71,43.7,0,1.2,1.1,-1.2,13,20,12,7,41,526,423,102,4,0,3,53,97,0,0,0,0,347,1,37,699,31,175,285,247,28,699,62,29,46.8,33,53.2,335,2143,998,38,19,12,15,12,393,93,1,17,6,35.3,1.15,0.4,0.06,0.17,18.3,0,0,0,2.1,2.1,0.13,-1.1,-1.1,19,14,1336,14.8,1,1,1,0,0,1.2,3.3,38,41,93,0.07,0,0.07,0.07,0.07,0.14,0.08,0.22,0.14,0.22,19,1336,70,43.7,14.8,14,NA,10,5,NA,3,0.68,10,26,-16,-1.08,-0.09,19.4,28.8,-9.4,-0.64,0.13,NA,3e+06,2774,"Köln",162,"Centre-Back",1,"Same Transfer","Bundesliga","Bundesliga_Bundesliga"
3275,-2222727.27272727,"https://www.transfermarkt.com/lukas-lerager/profil/spieler/167105",2019,"zzzinitial value","Ligue 1","Lukas Lerager","DEN","MF",25,1993,14.4,38,21,14,23,1,18,43,41.9,25,22,10,12,32,70,26,1,"https://fbref.com/en/players/1b82f8df/Lukas-Lerager",27,1.87,23,0,0,0,1,3,3,0.21,3,0,0,0,0,0,4,0,0,20,13,0,6,21,0,0,0,104,24,25,49,520,658,79,7961,2606,277,320,86.6,175,220,79.5,39,71,54.9,1,0.5,1,0.5,9,62,10,2,74,658,637,19,16,2,6,6,3,0,0,0,0,520,2,11,813,37,171,523,123,14,813,4,2,50,2,50,415,1654,776,18,11,4,16,8,478,22,0,11,3,27.3,0.76,0.21,0,0,22.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,18,15,1298,14.4,0,1,0,0,0,0.5,0.9,18,74,22,0,0.07,0.07,0,0.07,0.03,0.03,0.06,0.03,0.06,18,1298,72,38,14.4,15,83,10,3,17,2,1.28,17,18,-1,-0.07,0.23,15.6,21.3,-5.7,-0.39,-0.05,9e+06,6e+06,7027,"Bordeaux",155,"Central Midfield",1,"Same Transfer","Serie A","Ligue 1_Serie A"
3280,-1332100.14947683,"https://www.transfermarkt.com/lukasz-fabianski/profil/spieler/29692",2018,"zzzinitial value","Premier League","Lukasz Fabianski","POL","GK",32,1985,38,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,10,2,"https://fbref.com/en/players/9328b835/Lukasz-Fabianski",5,0.13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,38,14,3,82.4,752,1276,58.9,28523,23783,70,70,100,257,262,98.1,423,936,45.2,0,0,0.1,0,1,16,0,0,0,1276,804,468,110,0,2,0,0,0,0,0,0,752,4,2,1345,1213,1343,2,0,0,1345,0,0,NA,0,NA,590,4010,2601,0,1,1,0,0,475,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3420,90,100,38,38,NA,38,0,NA,0,0.87,28,56,-28,-0.74,NA,31.6,58.6,-27,-0.71,NA,5e+06,5e+06,593,"Swansea City",25,"Goalkeeper",1,"Same Transfer","Premier League","Premier League_Premier League"
3283,-2026738.14725384,"https://www.transfermarkt.com/lukasz-skorupski/profil/spieler/80894",2018,"zzzinitial value","Serie A","Lukasz Skorupski","POL","GK",26,1991,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,"https://fbref.com/en/players/ab4449d6/Lukasz-Skorupski",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,30,37,81.1,872,653,3,3,100,17,18,94.4,10,16,62.5,0,0,0,0,0,1,0,0,0,37,29,8,1,0,0,0,0,0,0,0,0,30,0,0,39,37,39,0,0,0,39,0,0,NA,0,NA,23,113,88,0,0,0,0,0,18,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,90,2.6,1,1,NA,1,0,NA,37,3,1,0,1,1,0.14,1.2,1.2,0,0.01,-0.7,NA,7e+06,1520,"Roma",203,"Goalkeeper",1,"Same Transfer","Serie A","Serie A_Serie A"
3285,-6400000,"https://www.transfermarkt.com/luke-thomas/profil/spieler/505194",2023,"zzzinitial value","Premier League","Luke Thomas","ENG","DF",21,2001,11.9,23,19,15,5,3,15,32,46.9,17,20,4,16,27,50,35,0,"https://fbref.com/en/players/fc027d02/Luke-Thomas",16,1.34,11,2,0,1,0,2,2,0.17,1,0,0,1,0,0,3,0,0,12,7,0,9,19,0,0,1,69,11,14,44,521,654,79.7,8116,3439,291,329,88.4,194,238,81.5,32,57,56.1,0,0.7,0.5,-0.7,5,38,7,2,48,654,519,133,17,3,1,9,116,0,0,0,0,521,2,22,786,39,319,359,115,3,786,12,6,50,5,41.7,355,1374,610,10,8,1,9,8,414,13,0,3,0,0,0.25,0,0,NA,16.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,17,11,1073,11.9,0,0,0,0,0,0.7,0.8,10,48,13,0,0,0,0,0,0.01,0.06,0.07,0.01,0.07,17,1073,63,31.4,11.9,11,86,8,6,21,19,0.88,14,20,-6,-0.5,-0.08,16.8,23.2,-6.4,-0.54,-0.29,2.5e+07,1.2e+07,19071,"Leicester City",156,"Left-Back",2,"Same Transfer","Premier League","Premier League_Premier League"
3286,-4285714.28571429,"https://www.transfermarkt.com/luuk-de-jong/profil/spieler/72522",2021,"zzzinitial value","La Liga","Luuk de Jong","NED","FW",29,1990,14.1,9,5,3,2,4,1,7,14.3,6,11,3,8,5,14,15,0,"https://fbref.com/en/players/abb3bb95/Luuk-de-Jong",25,1.77,16,0,1,4,4,0,0,0,0,0,0,0,0,0,3,0,0,20,32,11,2,5,0,0,0,38,69,55,55.6,246,342,71.9,3048,357,157,197,79.7,62,91,68.1,7,12,58.3,0,1,0.7,-1,11,15,4,0,18,342,317,23,0,0,2,2,0,0,0,0,0,246,2,9,486,19,44,266,180,61,486,14,9,64.3,5,35.7,227,787,283,6,8,1,34,14,379,66,4,32,11,34.4,2.27,0.78,0.13,0.36,11,0,0,0,4.7,4.7,0.15,-0.7,-0.7,34,14,1268,14.1,4,4,4,0,0,1,5.7,6,18,66,0.28,0,0.28,0.28,0.28,0.33,0.07,0.4,0.33,0.4,34,1268,37,37.1,14.1,14,68,1,20,16,4,1.91,18,13,5,0.35,-0.27,19.5,11.5,8,0.57,0.08,NA,1e+07,12030,"Sevilla",200,"Centre-Forward",2,"Same Transfer","La Liga","La Liga_La Liga"
3288,4868686.86868687,"https://www.transfermarkt.com/lyanco/profil/spieler/379807",2018,"zzzinitial value","Serie A","Lyanco","BRA","DF",20,1997,3.5,11,8,8,3,0,5,8,62.5,3,4,3,1,5,16,17,0,"https://fbref.com/en/players/b5bf1770/Lyanco",1,0.28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,0,0,0,24,7,3,70,137,160,85.6,2671,1138,43,45,95.6,75,79,94.9,17,30,56.7,0,0,0,0,0,8,1,0,16,160,149,8,8,0,3,0,0,0,0,0,0,137,3,1,203,34,112,91,3,2,203,7,6,85.7,1,14.3,128,871,573,4,1,0,2,1,124,0,0,2,0,0,0.57,0,0,NA,27,0,0,0,0.1,0.1,0.04,-0.1,-0.1,4,4,316,3.5,0,0,0,0,0,0,0.1,4,16,0,0,0,0,0,0,0.02,0,0.02,0.02,0.02,4,316,79,9.2,3.5,4,NA,3,0,NA,10,1.25,7,9,-2,-0.57,-0.86,4.1,7.9,-3.8,-1.08,-1.16,NA,4e+06,1774,"Torino",190,"Centre-Back",1,"Same Transfer","Serie A","Serie A_Serie A"
3289,-2373333.33333333,"https://www.transfermarkt.com/lyanco/profil/spieler/379807",2019,"zzzinitial value","Serie A","Lyanco","BRA","DF",21,1997,12.4,29,18,19,10,0,13,18,72.2,5,24,16,8,22,51,64,0,"https://fbref.com/en/players/b5bf1770/Lyanco",16,1.29,11,1,4,0,0,0,1,0.08,1,0,0,0,0,0,2,1,1,11,3,2,0,18,0,0,0,103,28,27,50.9,429,536,80,8670,3161,152,176,86.4,212,246,86.2,59,94,62.8,0,0.3,0.2,-0.3,3,24,2,0,39,536,498,35,31,0,9,0,4,0,0,0,0,429,3,4,711,100,383,314,26,8,711,16,9,56.3,7,43.8,350,2314,1359,11,8,0,8,5,335,1,1,8,2,25,0.64,0.16,0.13,0.5,20.1,0,0,0,0.4,0.4,0.05,0.6,0.6,13,13,1119,12.4,1,1,1,0,0,0.3,0.7,11,39,1,0.08,0,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,13,1119,86,32.7,12.4,13,86,10,0,NA,1,2,27,16,11,0.88,1.63,20.3,13.7,6.6,0.53,0.88,NA,8e+06,5805,"Bologna",216,"Centre-Back",2,"Same Transfer","Serie A","Serie A_Serie A"
3290,-733333.333333333,"https://www.transfermarkt.com/lyanco/profil/spieler/379807",2021,"zzzinitial value","Serie A","Lyanco","BRA","DF",23,1997,21.8,21,14,13,6,2,8,14,57.1,6,36,26,10,46,67,76,0,"https://fbref.com/en/players/b5bf1770/Lyanco",17,0.78,16,0,0,1,0,0,2,0.09,2,0,0,0,0,0,8,0,0,24,13,0,6,14,0,1,0,178,36,24,60,1079,1263,85.4,22353,8180,325,358,90.8,569,621,91.6,175,261,67,0,0.5,0.4,-0.5,6,61,4,0,69,1263,1199,61,59,0,17,6,2,0,0,0,0,1079,3,4,1484,227,798,652,56,15,1484,20,18,90,2,10,912,4818,2716,16,18,2,9,4,931,4,0,12,3,25,0.55,0.14,0,0,19.7,0,0,0,1,1,0.08,-1,-1,23,21,1959,21.8,0,0,0,0,0,0.5,1.5,16,69,4,0,0,0,0,0,0.05,0.02,0.07,0.05,0.07,23,1959,85,57.3,21.8,21,89,20,2,43,11,0.78,32,49,-17,-0.78,-0.66,29.4,38.9,-9.5,-0.44,-0.29,5e+06,5e+06,13040,"Torino",190,"Centre-Back",3,"Same Transfer","Premier League","Serie A_Premier League"
3292,5800000,"https://www.transfermarkt.com/lys-mousset/profil/spieler/291422",2019,"zzzinitial value","Premier League","Lys Mousset","FRA","FW",22,1996,4.1,3,1,1,1,1,1,4,25,3,3,0,3,1,4,3,0,"https://fbref.com/en/players/d9cfca3d/Lys-Mousset",10,2.45,7,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,4,3,1,0,0,0,11,9,13,40.9,87,124,70.2,1053,222,59,77,76.6,22,32,68.8,1,1,100,0,0.3,0.7,-0.3,4,9,4,0,12,124,112,12,0,2,0,3,0,0,0,0,0,87,0,4,194,2,13,89,95,28,194,19,10,52.6,9,47.4,122,686,196,5,3,3,20,5,142,41,1,12,7,58.3,2.93,1.71,0.08,0.14,14.8,0,0,0,1.4,1.4,0.11,-0.4,-0.4,24,1,368,4.1,1,1,1,0,0,0.3,1.6,5,12,41,0.24,0,0.24,0.24,0.24,0.34,0.06,0.4,0.34,0.4,24,368,15,10.8,4.1,1,113,1,23,11,10,1,3,15,-12,-2.93,-2.88,5.1,9.1,-3.9,-0.96,-0.97,8e+06,3500000,3921,"Bournemouth",136,"Centre-Forward",1,"Same Transfer","Premier League","Premier League_Premier League"
3293,-2714285.71428571,"https://www.transfermarkt.com/lys-mousset/profil/spieler/291422",2021,"zzzinitial value","Premier League","Lys Mousset","FRA","FW,MF",24,1996,3.3,1,0,0,0,1,0,2,0,2,1,0,1,0,1,1,1,"https://fbref.com/en/players/d9cfca3d/Lys-Mousset",6,1.82,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,1,0,0,0,0,5,4,10,28.6,34,46,73.9,476,74,19,22,86.4,11,14,78.6,2,3,66.7,0,0.3,0.1,-0.3,3,4,0,0,3,46,38,7,0,0,0,1,0,0,0,0,0,34,1,0,85,0,3,39,43,10,85,13,4,30.8,9,69.2,47,224,70,3,0,2,12,9,63,16,0,4,2,50,1.22,0.61,0,0,16.8,0,0,0,1,1,0.24,-1,-1,11,2,296,3.3,0,0,0,0,0,0.3,1.3,3,3,16,0,0,0,0,0,0.29,0.1,0.39,0.29,0.39,11,296,27,8.7,3.3,2,61,0,9,19,8,0,1,10,-9,-2.74,-1.76,3.7,7.4,-3.7,-1.12,-0.37,5e+06,9e+06,11805,"Sheffield Utd",80,"Centre-Forward",2,"Same Transfer","Serie A","Premier League_Serie A"
3294,-580952.380952381,"https://www.transfermarkt.com/mahdi-camara/profil/spieler/324795",2022,"zzzinitial value","Ligue 1","Mahdi Camara","FRA","MF,DF",23,1998,34.1,101,57,39,50,12,39,70,55.7,31,44,8,36,57,158,35,1,"https://fbref.com/en/players/8577e60a/Mahdi-Camara",79,2.31,54,6,6,1,10,2,5,0.15,3,0,0,0,2,0,8,0,0,45,44,1,33,57,2,0,0,177,30,42,41.7,1233,1502,82.1,18281,5379,682,781,87.3,426,494,86.2,65,112,58,0,1.3,1.3,-1.3,30,114,11,3,132,1502,1397,102,19,1,11,33,77,0,0,0,0,1233,3,38,1906,47,445,1074,406,34,1906,56,35,62.5,21,37.5,1089,5648,2896,43,63,2,53,33,1193,89,3,28,15,53.6,0.82,0.44,0.11,0.2,18.7,0,0,0,2.5,2.5,0.09,0.5,0.5,35,34,3073,34.1,3,3,3,0,0,1.3,3.8,43,132,89,0.09,0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,35,3073,88,89.9,34.1,34,89,30,1,46,0,0.74,36,68,-32,-0.94,-0.16,33.4,51.2,-17.7,-0.52,0.05,7e+06,6e+06,18398,"Saint-Étienne",164,"Central Midfield",2,"Same Transfer","Ligue 1","Ligue 1_Ligue 1"
